poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct,is_national
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212463,808,rv,NA,rv,NA,10/12/24 10:42,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45,0
88665,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Arizona,10/7/24,10/10/24,NA,NA,NA,NA,NA,NA,212464,808,rv,NA,rv,NA,10/12/24 10:42,NA,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/2024/10/12/upshot/harris-trump-polls-election.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-toplines.html,https://www.nytimes.com/interactive/2024/10/12/us/elections/times-siena-poll-arizona-crosstabs.html,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,44,0
88768,568,YouGov,406,University of Texas,YouGov,391,YouGov,3,-1.1,Online Panel,9,Texas,10/2/24,10/10/24,NA,NA,NA,NA,NA,NA,213248,1091,lv,NA,lv,NA,10/18/24 09:14,NA,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_topline.pdf,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_crosstabs.pdf,NA,NA,NA,8889,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,46,0
88712,1075,Marquette Law School,NA,NA,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,NA,10/1/24,10/10/24,NA,NA,NA,NA,NA,NA,212866,780,rv,NA,rv,NA,10/16/24 09:34,NA,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,NA,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50,1
88712,1075,Marquette Law School,NA,NA,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,NA,10/1/24,10/10/24,NA,NA,NA,NA,NA,NA,212867,780,rv,NA,rv,NA,10/16/24 09:34,NA,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,NA,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,43,1
88712,1075,Marquette Law School,NA,NA,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,NA,10/1/24,10/10/24,NA,NA,NA,NA,NA,NA,212868,652,lv,NA,lv,NA,10/16/24 09:34,NA,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,NA,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50,1
88712,1075,Marquette Law School,NA,NA,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,NA,10/1/24,10/10/24,NA,NA,NA,NA,NA,NA,212869,652,lv,NA,lv,NA,10/16/24 09:34,NA,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,https://law.marquette.edu/poll/2024/10/16/detailed-results-of-the-marquette-law-school-supreme-court-poll-october-1-10-2024-national-issues/,NA,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,44,1
88617,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Montana,10/5/24,10/8/24,NA,NA,NA,NA,NA,NA,212204,656,rv,NA,rv,NA,10/10/24 08:54,NA,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-montana-toplines.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-montana-crosstabs.html,NA,NA,NA,8833,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,39,0
88617,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Montana,10/5/24,10/8/24,NA,NA,NA,NA,NA,NA,212205,656,rv,NA,rv,NA,10/10/24 08:54,NA,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-montana-toplines.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-montana-crosstabs.html,NA,NA,NA,8833,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,38,0
88617,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Montana,10/5/24,10/8/24,NA,NA,NA,NA,NA,NA,212206,656,lv,NA,lv,NA,10/10/24 08:54,NA,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-montana-toplines.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-montana-crosstabs.html,NA,NA,NA,8833,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,40,0
88617,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Montana,10/5/24,10/8/24,NA,NA,NA,NA,NA,NA,212207,656,lv,NA,lv,NA,10/10/24 08:54,NA,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-montana-toplines.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-montana-crosstabs.html,NA,NA,NA,8833,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,39,0
88590,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,10/6/24,10/7/24,NA,NA,NA,NA,NA,NA,212126,1414,rv,NA,rv,NA,10/9/24 09:38,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,1
88590,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,10/6/24,10/7/24,NA,NA,NA,NA,NA,NA,212127,1230,lv,NA,lv,NA,10/9/24 09:38,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,1
88616,486,The Washington Post,NA,NA,The Washington Post,3,ABC News/The Washington Post,3,-1.2,Live Phone/Text-to-Web,9,Ohio,10/3/24,10/7/24,NA,NA,NA,NA,NA,NA,212198,1002,lv,NA,lv,NA,10/10/24 08:53,NA,https://www.washingtonpost.com/politics/2024/10/10/ohio-voters-dismiss-false-claims-about-haitians-trump-has-slight-lead-post-poll-finds/,https://www.washingtonpost.com/politics/2024/10/10/ohio-voters-dismiss-false-claims-about-haitians-trump-has-slight-lead-post-poll-finds/,https://www.washingtonpost.com/documents/cdd47965-4238-4d78-a022-791256a2bf05.pdf?itid=lk_inline_manual_2,https://docs.google.com/spreadsheets/d/1v_1UAQTUsUU8i-YShbz4K2rYFXk-tQi6GGwVllhWKy8/edit?gid=0#gid=0,NA,NA,NA,8863,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45,0
88616,486,The Washington Post,NA,NA,The Washington Post,3,ABC News/The Washington Post,3,-1.2,Live Phone/Text-to-Web,9,Ohio,10/3/24,10/7/24,NA,NA,NA,NA,NA,NA,212199,1002,rv,NA,rv,NA,10/10/24 08:53,NA,https://www.washingtonpost.com/politics/2024/10/10/ohio-voters-dismiss-false-claims-about-haitians-trump-has-slight-lead-post-poll-finds/,https://www.washingtonpost.com/politics/2024/10/10/ohio-voters-dismiss-false-claims-about-haitians-trump-has-slight-lead-post-poll-finds/,https://www.washingtonpost.com/documents/cdd47965-4238-4d78-a022-791256a2bf05.pdf?itid=lk_inline_manual_2,https://docs.google.com/spreadsheets/d/1v_1UAQTUsUU8i-YShbz4K2rYFXk-tQi6GGwVllhWKy8/edit?gid=0#gid=0,NA,NA,NA,8863,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,44,0
88550,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,NA,9/29/24,10/6/24,NA,NA,NA,NA,NA,NA,211846,3385,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.nytimes.com/2024/10/08/us/politics/harris-trump-poll-national.html,https://www.nytimes.com/2024/10/08/us/politics/harris-trump-poll-national.html,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-likely-electorate-crosstabs.html,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,1
88550,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,NA,9/29/24,10/6/24,NA,NA,NA,NA,NA,NA,211847,3385,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.nytimes.com/2024/10/08/us/politics/harris-trump-poll-national.html,https://www.nytimes.com/2024/10/08/us/politics/harris-trump-poll-national.html,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-likely-electorate-crosstabs.html,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,1
88555,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Florida,9/29/24,10/6/24,NA,NA,NA,NA,NA,NA,211848,622,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.nytimes.com/2024/10/08/upshot/florida-poll-harris-trump.html,https://www.nytimes.com/2024/10/08/upshot/florida-poll-harris-trump.html,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-florida-crosstabs.html,NA,NA,NA,8778,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,41,0
88555,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Florida,9/29/24,10/6/24,NA,NA,NA,NA,NA,NA,211849,622,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.nytimes.com/2024/10/08/upshot/florida-poll-harris-trump.html,https://www.nytimes.com/2024/10/08/upshot/florida-poll-harris-trump.html,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-florida-crosstabs.html,NA,NA,NA,8778,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,40,0
88555,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Florida,9/29/24,10/6/24,NA,NA,NA,NA,NA,NA,212200,622,rv,NA,rv,NA,10/10/24 08:54,NA,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-florida-toplines.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-florida-crosstabs.html,NA,NA,NA,8778,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,41,0
88555,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Florida,9/29/24,10/6/24,NA,NA,NA,NA,NA,NA,212201,622,rv,NA,rv,NA,10/10/24 08:54,NA,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-florida-toplines.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-florida-crosstabs.html,NA,NA,NA,8778,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,40,0
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,10/2/24,10/4/24,NA,NA,NA,NA,NA,NA,211691,1150,rv,NA,rv,NA,10/7/24 09:51,NA,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/20241004_politics.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,46,1
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,10/2/24,10/4/24,NA,NA,NA,NA,NA,NA,211692,1032,lv,NA,lv,NA,10/7/24 09:51,NA,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/20241004_politics.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,1
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,10/2/24,10/4/24,NA,NA,NA,NA,NA,NA,211790,1151,rv,NA,rv,NA,10/7/24 13:44,NA,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/20241004_politics.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,1
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3,-1.1,Online Panel,9,NA,10/2/24,10/4/24,NA,NA,NA,NA,NA,NA,211791,1033,lv,NA,lv,NA,10/7/24 13:44,NA,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/20241004_politics.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,1
88556,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Texas,9/29/24,10/4/24,NA,NA,NA,NA,NA,NA,211850,617,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-texas-crosstabs.html,NA,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-texas-crosstabs.html,NA,NA,NA,8889,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,44,0
88556,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Texas,9/29/24,10/4/24,NA,NA,NA,NA,NA,NA,211851,617,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-texas-crosstabs.html,NA,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-texas-crosstabs.html,NA,NA,NA,8889,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,42,0
88556,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Texas,9/29/24,10/4/24,NA,NA,NA,NA,NA,NA,212202,617,rv,NA,rv,NA,10/10/24 08:54,NA,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-texas-toplines.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-texas-crosstabs.html,NA,NA,NA,8889,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,44,0
